comparison,maha_mean,yala_mean,mean_difference,ci_lower,ci_upper,confidence_level,t_statistic,degrees_of_freedom,p_value,cohens_d
Maha - Yala,0.12433907201343691,0.12474747048903878,4.083984756018677e-4,-0.0021512414933529994,0.001334444542149264,0.95,-0.45933468298577584,9504.989974043798,0.6460043496797591,-0.009421841120360087
